isolate,start,end
72407.2546.con.0003|provirus_198056_249075,198056,249075
573.66273.con.0002|provirus_2_11733,2,11733
573.66273.con.0002|provirus_364412_379189,364412,379189
573.66338.con.0003|provirus_20_32470,20,32470
573.66338.con.0001|provirus_266750_313865,266750,313865
573.66338.con.0019|provirus_17513_38374,17513,38374
573.66338.con.0003|provirus_94619_109722,94619,109722
573.66061.con.0001|provirus_616523_663669,616523,663669
573.66061.con.0001|provirus_235669_290104,235669,290104
573.66061.con.0004|provirus_27910_61141,27910,61141
573.66061.con.0001|provirus_433538_488375,433538,488375
573.66061.con.0007|provirus_206968_225386,206968,225386
72407.2827.con.0008|provirus_9636_53805,9636,53805
72407.2827.con.0013|provirus_55641_91988,55641,91988
72407.2827.con.0011|provirus_40249_91586,40249,91586
573.65911.con.0009|provirus_27890_61121,27890,61121
573.65911.con.0002|provirus_168241_200943,168241,200943
72407.2556.con.0010|provirus_55575_93397,55575,93397
72407.2556.con.0019|provirus_33896_71671,33896,71671
573.65993.con.0060|provirus_11348_24066,11348,24066
573.66401.con.0022|provirus_24526_81591,24526,81591
72407.2809.con.0017|provirus_30685_78984,30685,78984
72407.2809.con.0001|provirus_69906_106411,69906,106411
72407.2809.con.0068|provirus_11407_19700,11407,19700
72407.2809.con.0046|provirus_2_8681,2,8681
72407.2809.con.0052|provirus_20011_32042,20011,32042
573.66057.con.0015|provirus_131825_140230,131825,140230
573.66057.con.0005|provirus_19891_55209,19891,55209
573.66057.con.0005|provirus_192124_236026,192124,236026
573.66057.con.0010|provirus_3_35053,3,35053
573.66057.con.0012|provirus_11332_46659,11332,46659
573.66057.con.0029|provirus_33529_60645,33529,60645
573.66057.con.0049|provirus_7166_17643,7166,17643
573.66057.con.0015|provirus_2_11018,2,11018
72407.2654.con.0018|provirus_31504_72478,31504,72478
72407.2654.con.0026|provirus_631_14099,631,14099
72407.2518.con.0009|provirus_218873_262002,218873,262002
72407.2518.con.0009|provirus_18648_72503,18648,72503
573.65962.con.0003|provirus_414201_427629,414201,427629
72407.2369.con.0008|provirus_218873_264282,218873,264282
72407.2369.con.0025|provirus_3_43145,3,43145
72407.2369.con.0008|provirus_18648_72503,18648,72503
72407.2705.con.0004|provirus_297118_347405,297118,347405
72407.2296.con.0007|provirus_218873_262002,218873,262002
72407.2296.con.0007|provirus_18648_72503,18648,72503
574.113.con.0009|provirus_1_42459,1,42459
72407.2478.con.0003|provirus_42355_80945,42355,80945
72407.2478.con.0003|provirus_207781_258901,207781,258901
573.66068.con.0013|provirus_2_31777,2,31777
573.66068.con.0017|provirus_101121_108592,101121,108592
573.66068.con.0015|provirus_2_21779,2,21779
573.66068.con.0030|provirus_50013_59575,50013,59575
573.66068.con.0036|provirus_2_20155,2,20155
573.65951.con.0014|provirus_1_10116,1,10116
573.65951.con.0012|provirus_1_23180,1,23180
573.65951.con.0007|provirus_258811_292406,258811,292406
573.65951.con.0004|provirus_316595_326856,316595,326856
573.65951.con.0006|provirus_285477_297889,285477,297889
573.65951.con.0014|provirus_17806_36977,17806,36977
72407.2849.con.0002|provirus_281664_329961,281664,329961
72407.2849.con.0006|provirus_407190_452565,407190,452565
72407.2849.con.0005|provirus_2_23698,2,23698
72407.2849.con.0002|provirus_56671_67216,56671,67216
72407.2849.con.0006|provirus_216598_265031,216598,265031
72407.2849.con.0017|provirus_27233_35879,27233,35879
72407.2849.con.0008|provirus_192857_211276,192857,211276
72407.2205.con.0023|provirus_51_44837,51,44837
72407.2205.con.0029|provirus_516_36579,516,36579
72407.2205.con.0008|provirus_87095_128761,87095,128761
72407.2205.con.0047|provirus_631_14099,631,14099
573.66456.con.0011|provirus_130609_165538,130609,165538
573.66456.con.0029|provirus_106_35054,106,35054
573.66456.con.0003|provirus_136909_170238,136909,170238
573.66456.con.0005|provirus_6547_22650,6547,22650
72407.2267.con.0006|provirus_54271_105860,54271,105860
72407.2267.con.0002|provirus_279994_332139,279994,332139
72407.2267.con.0006|provirus_252230_306085,252230,306085
72407.2402.con.0010|provirus_206562_252797,206562,252797
72407.2402.con.0013|provirus_1_23142,1,23142
72407.2402.con.0023|provirus_1_9776,1,9776
72407.2402.con.0010|provirus_42355_80809,42355,80809
72407.2326.con.0001|provirus_90109_132122,90109,132122
72407.2326.con.0021|provirus_6533_45705,6533,45705
72407.2326.con.0009|provirus_208056_231830,208056,231830
72407.2326.con.0001|provirus_370107_427523,370107,427523
72407.2814.con.0027|provirus_54_34466,54,34466
72407.2814.con.0036|provirus_1_12032,1,12032
72407.2364.con.0016|provirus_88861_99630,88861,99630
72407.2364.con.0007|provirus_184739_213959,184739,213959
72407.2364.con.0002|provirus_493548_527294,493548,527294
72407.2364.con.0004|provirus_3_31587,3,31587
72407.2364.con.0008|provirus_280814_294974,280814,294974
72407.2364.con.0003|provirus_271604_310379,271604,310379
72407.2364.con.0003|provirus_164136_218039,164136,218039
573.66373.con.0016|provirus_31032_72502,31032,72502
573.66374.con.0014|provirus_3_3190,3,3190
573.66374.con.0005|provirus_353447_370850,353447,370850
573.66374.con.0010|provirus_196196_216055,196196,216055
573.66374.con.0002|provirus_42171_81246,42171,81246
573.66374.con.0007|provirus_56360_67232,56360,67232
573.66374.con.0005|provirus_2_16287,2,16287
573.66094.con.0009|provirus_207730_242239,207730,242239
573.66094.con.0011|provirus_138597_183217,138597,183217
573.66094.con.0003|provirus_368227_412625,368227,412625
573.66094.con.0006|provirus_194436_241752,194436,241752
72407.2627.con.0008|provirus_49234_98245,49234,98245
72407.2627.con.0008|provirus_243910_298051,243910,298051
72407.2581.con.0006|provirus_3_27852,3,27852
72407.2581.con.0014|provirus_19953_70706,19953,70706
72407.217.con.0014|provirus_84385_122542,84385,122542
72407.217.con.0006|provirus_2_3856,2,3856
72407.217.con.0031|provirus_41_42727,41,42727
72407.217.con.0001|provirus_5904_22007,5904,22007
72407.217.con.0026|provirus_55106_67526,55106,67526
573.66245.con.0022|provirus_41019_75522,41019,75522
573.66245.con.0018|provirus_39_12995,39,12995
573.66245.con.0015|provirus_2_7763,2,7763
573.66245.con.0023|provirus_34_30140,34,30140
573.66245.con.0008|provirus_209356_230759,209356,230759
573.66245.con.0016|provirus_168_14219,168,14219
573.66245.con.0008|provirus_6548_22651,6548,22651
573.66245.con.0003|provirus_2_11733,2,11733
573.66245.con.0003|provirus_364412_379189,364412,379189
72407.2382.con.0003|provirus_2_44926,2,44926
72407.2382.con.0031|provirus_27157_49137,27157,49137
72407.2382.con.0007|provirus_196408_205536,196408,205536
573.66529.con.0014|provirus_20_32470,20,32470
573.66529.con.0001|provirus_431055_478170,431055,478170
573.66529.con.0024|provirus_17513_25630,17513,25630
573.65994.con.0011|provirus_55576_93398,55576,93398
573.65994.con.0017|provirus_33896_71671,33896,71671
573.66095.con.0001|provirus_88887_132806,88887,132806
573.66095.con.0007|provirus_206300_239912,206300,239912
573.66095.con.0003|provirus_1_37378,1,37378
72407.2788.con.0008|provirus_57189_109022,57189,109022
72407.2788.con.0001|provirus_368202_375961,368202,375961
72407.2788.con.0015|provirus_74946_86752,74946,86752
573.65956.con.0006|provirus_49159_95168,49159,95168
573.65956.con.0004|provirus_265457_298463,265457,298463
573.65956.con.0008|provirus_171088_223050,171088,223050
72407.2229.con.0004|provirus_410879_444110,410879,444110
72407.2229.con.0005|provirus_240642_273344,240642,273344
72407.2608.con.0007|provirus_39_44023,39,44023
72407.2608.con.0006|provirus_113159_146185,113159,146185
72407.2608.con.0009|provirus_190098_245527,190098,245527
573.66457.con.0012|provirus_42164_76925,42164,76925
573.66457.con.0006|provirus_297119_348542,297119,348542
72407.2282.con.0014|provirus_113189_143681,113189,143681
72407.2282.con.0027|provirus_756_35538,756,35538
72407.2282.con.0031|provirus_29143_57872,29143,57872
72407.2282.con.0027|provirus_58620_67956,58620,67956
72407.2282.con.0039|provirus_1_12032,1,12032
573.65943.con.0042|provirus_34252_40074,34252,40074
573.65943.con.0013|provirus_1_50491,1,50491
573.65943.con.0009|provirus_55644_92209,55644,92209
573.65943.con.0011|provirus_30617_78635,30617,78635
573.65943.con.0051|provirus_10579_21043,10579,21043
573.66047.con.0018|provirus_118_15351,118,15351
72407.2669.con.0018|provirus_18649_75395,18649,75395
72407.2669.con.0005|provirus_61835_75263,61835,75263
573.65904.con.0001|provirus_19421_91069,19421,91069
72407.2306.con.0032|provirus_94_9781,94,9781
573.65922.con.0008|provirus_157656_206059,157656,206059
573.65922.con.0024|provirus_270_48210,270,48210
72407.2197.con.0010|provirus_146497_181389,146497,181389
72407.2197.con.0014|provirus_150_48188,150,48188
72407.2356.con.0010|provirus_60441_94552,60441,94552
72407.2356.con.0002|provirus_200553_249118,200553,249118
72407.2356.con.0002|provirus_42808_79746,42808,79746
573.66404.con.0012|provirus_113481_154759,113481,154759
573.66404.con.0008|provirus_1_46065,1,46065
573.66404.con.0006|provirus_353914_371317,353914,371317
573.66404.con.0010|provirus_196196_216055,196196,216055
573.66404.con.0003|provirus_42171_81246,42171,81246
573.66404.con.0008|provirus_261831_272703,261831,272703
573.66404.con.0006|provirus_2_16287,2,16287
72407.2474.con.0001|provirus_777545_822870,777545,822870
72407.2474.con.0010|provirus_130029_172552,130029,172552
72407.2474.con.0003|provirus_339652_370493,339652,370493
72407.2474.con.0002|provirus_55464_66893,55464,66893
573.66433.con.0001|provirus_168300_222321,168300,222321
573.66433.con.0001|provirus_1349207_1392534,1349207,1392534
573.66477.con.0012|provirus_133422_166878,133422,166878
573.66477.con.0003|provirus_325393_382026,325393,382026
573.66369.con.0012|provirus_113481_154759,113481,154759
573.66369.con.0008|provirus_282998_329062,282998,329062
573.66369.con.0006|provirus_353447_370850,353447,370850
573.66369.con.0009|provirus_196196_216055,196196,216055
573.66369.con.0002|provirus_42171_81246,42171,81246
573.66369.con.0008|provirus_56360_67232,56360,67232
573.66369.con.0006|provirus_2_16287,2,16287
72407.2652.con.0010|provirus_123_15078,123,15078
72407.2652.con.0027|provirus_55598_68316,55598,68316
72407.2652.con.0015|provirus_584_30971,584,30971
72407.2652.con.0006|provirus_94_8860,94,8860
573.65918.con.0021|provirus_819_34562,819,34562
573.65918.con.0015|provirus_104512_121577,104512,121577
573.65918.con.0007|provirus_208450_223059,208450,223059
573.65918.con.0001|provirus_6548_23059,6548,23059
573.65918.con.0004|provirus_215426_226820,215426,226820
573.66559.con.0026|provirus_27157_49125,27157,49125
573.66559.con.0007|provirus_119212_170450,119212,170450
573.66559.con.0023|provirus_42169_80777,42169,80777
573.66559.con.0014|provirus_48_11489,48,11489
72407.2434.con.0007|provirus_2_44054,2,44054
72407.2434.con.0021|provirus_2_43510,2,43510
573.66303.con.0024|provirus_1_8118,1,8118
573.66303.con.0015|provirus_20_32470,20,32470
573.66303.con.0001|provirus_266750_313865,266750,313865
72407.2553.con.0018|provirus_31159_69299,31159,69299
72407.2553.con.0005|provirus_26898_78321,26898,78321
573.66372.con.0013|provirus_113481_154759,113481,154759
573.66372.con.0007|provirus_282998_329062,282998,329062
573.66372.con.0005|provirus_353278_370681,353278,370681
573.66372.con.0010|provirus_196196_216055,196196,216055
573.66372.con.0002|provirus_42171_81246,42171,81246
573.66372.con.0007|provirus_56360_67232,56360,67232
573.66372.con.0005|provirus_2_16287,2,16287
72407.2511.con.0005|provirus_175367_209118,175367,209118
72407.2511.con.0008|provirus_1_41585,1,41585
573.67361.con.0020|provirus_1_34504,1,34504
573.67361.con.0030|provirus_2_7763,2,7763
573.67361.con.0008|provirus_209356_230759,209356,230759
573.67361.con.0014|provirus_168_14219,168,14219
573.67361.con.0008|provirus_6548_22651,6548,22651
573.67361.con.0002|provirus_556788_568519,556788,568519
574.107.con.0013|provirus_169119_189097,169119,189097
574.107.con.0008|provirus_398_16419,398,16419
574.107.con.0011|provirus_165106_212467,165106,212467
574.107.con.0003|provirus_260427_305010,260427,305010
574.107.con.0014|provirus_71673_85758,71673,85758
573.66082.con.0014|provirus_143455_187624,143455,187624
573.66082.con.0012|provirus_55641_91988,55641,91988
573.66082.con.0009|provirus_40249_91586,40249,91586
573.66358.con.0009|provirus_42169_80777,42169,80777
573.66363.con.0013|provirus_27157_60613,27157,60613
573.66363.con.0009|provirus_188985_227593,188985,227593
573.65981.con.0006|provirus_50_32834,50,32834
573.65981.con.0026|provirus_118_27994,118,27994
573.65981.con.0012|provirus_152536_174358,152536,174358
573.65981.con.0002|provirus_312263_329537,312263,329537
573.65981.con.0029|provirus_3_11044,3,11044
573.66312.con.0015|provirus_60643_93093,60643,93093
573.66312.con.0001|provirus_431047_478162,431047,478162
573.66312.con.0024|provirus_17513_25630,17513,25630
573.66537.con.0023|provirus_27157_49125,27157,49125
573.66537.con.0004|provirus_206527_257771,206527,257771
573.66537.con.0016|provirus_133469_144910,133469,144910
573.66537.con.0004|provirus_42169_80777,42169,80777
72407.2208.con.0010|provirus_196190_240899,196190,240899
72407.2208.con.0020|provirus_20_40994,20,40994
72407.2208.con.0029|provirus_631_14099,631,14099
72407.2605.con.0003|provirus_80878_100368,80878,100368
72407.2605.con.0008|provirus_183328_197220,183328,197220
72407.2821.con.0002|provirus_52232_102977,52232,102977
72407.2821.con.0049|provirus_20011_32042,20011,32042
72407.2358.con.0004|provirus_26898_78321,26898,78321
72407.2358.con.0005|provirus_6727_22654,6727,22654
573.67366.con.0025|provirus_27911_49499,27911,49499
573.67366.con.0001|provirus_988926_1042947,988926,1042947
573.67366.con.0010|provirus_54200_95040,54200,95040
573.67366.con.0002|provirus_405598_416043,405598,416043
573.67366.con.0003|provirus_148964_162789,148964,162789
72407.2353.con.0002|provirus_252146_300711,252146,300711
72407.2353.con.0010|provirus_60478_94589,60478,94589
72407.2353.con.0002|provirus_421518_458456,421518,458456
573.66323.con.0012|provirus_113481_154759,113481,154759
573.66323.con.0006|provirus_3_16313,3,16313
573.66323.con.0007|provirus_282998_329062,282998,329062
573.66323.con.0010|provirus_196196_216055,196196,216055
573.66323.con.0003|provirus_42171_81246,42171,81246
573.66323.con.0006|provirus_355032_371317,355032,371317
573.66323.con.0007|provirus_56360_67232,56360,67232
72407.2569.con.0010|provirus_45828_95768,45828,95768
72407.2569.con.0017|provirus_18600_74168,18600,74168
72407.222.con.0001|provirus_143_6974,143,6974
72407.222.con.0008|provirus_82034_125117,82034,125117
72407.222.con.0007|provirus_1_10667,1,10667
72407.222.con.0012|provirus_1_11543,1,11543
72407.222.con.0006|provirus_197337_213440,197337,213440
72407.2812.con.0011|provirus_88279_128458,88279,128458
72407.2812.con.0022|provirus_2_41358,2,41358
72407.2812.con.0049|provirus_1_8315,1,8315
72407.2812.con.0034|provirus_3_38250,3,38250
573.65947.con.0011|provirus_156400_159243,156400,159243
573.65947.con.0012|provirus_721_12147,721,12147
573.65947.con.0014|provirus_2_8894,2,8894
573.66058.con.0013|provirus_1_7850,1,7850
573.66058.con.0001|provirus_513254_560704,513254,560704
573.66058.con.0010|provirus_1_36301,1,36301
573.66058.con.0006|provirus_316631_351950,316631,351950
573.66058.con.0012|provirus_112972_123833,112972,123833
72407.2374.con.0005|provirus_215234_263304,215234,263304
72407.2374.con.0004|provirus_185332_231887,185332,231887
72407.2374.con.0008|provirus_1_33653,1,33653
72407.2374.con.0020|provirus_18454_68944,18454,68944
72407.2374.con.0018|provirus_12229_22693,12229,22693
72407.2681.con.0012|provirus_45968_84832,45968,84832
72407.2681.con.0024|provirus_28458_41903,28458,41903
72407.2681.con.0004|provirus_30532_82428,30532,82428
72407.2681.con.0004|provirus_225901_282372,225901,282372
72407.2681.con.0007|provirus_150488_169660,150488,169660
573.66293.con.0011|provirus_133422_166878,133422,166878
573.66293.con.0003|provirus_1109_57742,1109,57742
573.66425.con.0015|provirus_20_32470,20,32470
573.66425.con.0001|provirus_431049_478164,431049,478164
573.66425.con.0026|provirus_17513_25630,17513,25630
573.66425.con.0004|provirus_136_25662,136,25662
72407.2298.con.0002|provirus_1_40685,1,40685
72407.2298.con.0003|provirus_3_31195,3,31195
72407.2298.con.0017|provirus_37908_75112,37908,75112
72407.2298.con.0022|provirus_3_41302,3,41302
72407.2502.con.0033|provirus_45_36645,45,36645
72407.2502.con.0015|provirus_3_49140,3,49140
72407.2502.con.0026|provirus_42355_70231,42355,70231
72407.2502.con.0006|provirus_119724_138570,119724,138570
